OutcomeType;AnimalType;SexuponOutcome;Sex;Intact;AgeNumber;AgeType;AgeTypeNormalized;AgeInYears;Breed;Mix;Color
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;American Bulldog Mix;TRUE;White/Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Boxer Mix;TRUE;White/Brown Brindle
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Cream Tabby
Euthanasia;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;Black/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;12;years;year;12;Jack Russell Terrier Mix;TRUE;Tricolor
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;White
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Tortie
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Boston Terrier Mix;TRUE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;4;years;year;4;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Intact Male;Male;Intact;7;months;month;0.583333333;Pit Bull Mix;TRUE;Black/White
Transfer;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Italian Greyhound;FALSE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull/Boxer;FALSE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;German Shepherd/Labrador Retriever;FALSE;Buff
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Blue Tabby/White
Transfer;Dog;Intact Female;Female;Intact;7;years;year;7;Chihuahua Shorthair Mix;TRUE;Brown
Euthanasia;Cat;Neutered Male;Male;Non-intact;12;years;year;12;Domestic Shorthair Mix;TRUE;Cream Tabby
Adoption;Dog;Intact Female;Female;Intact;5;months;month;0.416666667;Pit Bull Mix;TRUE;Blue/White
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Torbie
Adoption;Cat;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Neutered Male;Male;Non-intact;11;months;month;0.916666667;Manchester Terrier/Toy Fox Terrier;FALSE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Boxer/Staffordshire;FALSE;Tan/White
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Intact Male;Male;Intact;4;months;month;0.333333333;German Shepherd Mix;TRUE;Sable
Transfer;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair;FALSE;Orange Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Siamese Mix;TRUE;Lynx Point
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Chihuahua Shorthair Mix;TRUE;Gold
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Jack Russell Terrier Mix;TRUE;White/Black
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Longhair;FALSE;Brown
Transfer;Cat;Unknown;Unknown;Unknown;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Dachshund/Chihuahua Shorthair;FALSE;Chocolate/Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Pit Bull Mix;TRUE;White/Blue
Transfer;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Rottweiler Mix;TRUE;Black/Tan
Transfer;Cat;Intact Female;Female;Intact;5;months;month;0.416666667;Domestic Shorthair Mix;TRUE;White/Black
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Tortie
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Australian Cattle Dog Mix;TRUE;Blue Tick/Black
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Siamese Mix;TRUE;Lynx Point
Return_to_owner;Dog;Neutered Male;Male;Non-intact;15;years;year;15;Shetland Sheepdog Mix;TRUE;White/Black
Transfer;Cat;Unknown;Unknown;Unknown;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Intact Female;Female;Intact;1;month;month;0.083333333;Chihuahua Shorthair Mix;TRUE;White/Tan
Adoption;Cat;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Intact Male;Male;Intact;3;months;month;0.25;Siamese Mix;TRUE;Lynx Point
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Pit Bull Mix;TRUE;Blue/White
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Domestic Longhair Mix;TRUE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Pekingese Mix;TRUE;Brown/Black
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Medium Hair Mix;TRUE;Blue Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;11;months;month;0.916666667;German Shepherd Mix;TRUE;Brown
Transfer;Dog;Intact Female;Female;Intact;3;weeks;week;0.057692308;Australian Kelpie Mix;TRUE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Labrador Retriever Mix;TRUE;Black
Adoption;Dog;Intact Female;Female;Intact;5;years;year;5;Chihuahua Shorthair Mix;TRUE;Brown Brindle
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;White/Brown Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Australian Cattle Dog Mix;TRUE;Blue Tick/White
Adoption;Dog;Neutered Male;Male;Non-intact;8;months;month;0.666666667;Chihuahua Shorthair/Italian Greyhound;FALSE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;11;months;month;0.916666667;Yorkshire Terrier/Miniature Schnauzer;FALSE;Gray/Tan
Died;Cat;Intact Male;Male;Intact;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;Cream
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Australian Shepherd/Border Collie;FALSE;Brown/White
Adoption;Dog;Neutered Male;Male;Non-intact;11;months;month;0.916666667;Chihuahua Shorthair Mix;TRUE;Tan
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Carolina Dog Mix;TRUE;Red/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever Mix;TRUE;Tan/White
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Brown Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;White/Brown Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;American Pit Bull Terrier/Labrador Retriever;FALSE;Chocolate/White
Transfer;Cat;Unknown;Unknown;Unknown;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Longhair Mix;TRUE;Black Smoke
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Catahoula/Pointer;FALSE;Brown Merle
Euthanasia;Dog;Intact Female;Female;Intact;2;years;year;2;Pit Bull Mix;TRUE;White/Black
Adoption;Dog;Spayed Female;Female;Non-intact;8;months;month;0.666666667;Labrador Retriever;FALSE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Pit Bull Mix;TRUE;White/Red
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Dachshund Mix;TRUE;Tricolor
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;Miniature Schnauzer;FALSE;Gray
Return_to_owner;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Blue Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;White/Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Airedale Terrier Mix;TRUE;Brown/Black
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Great Pyrenees/German Shepherd;FALSE;White/Cream
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Tan/White
Transfer;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Shih Tzu/Australian Shepherd;FALSE;Red Merle
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Chihuahua Shorthair/Dachshund;FALSE;Black/White
Euthanasia;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Dachshund/Chihuahua Shorthair;FALSE;Red/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Labrador Retriever Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Pit Bull Mix;TRUE;Brown Brindle/White
Euthanasia;Dog;Intact Male;Male;Intact;10;years;year;10;Chihuahua Shorthair Mix;TRUE;Tan
Return_to_owner;Dog;Intact Male;Male;Intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Black/White
Return_to_owner;Dog;Intact Male;Male;Intact;1;year;year;1;Dachshund/Labrador Retriever;FALSE;Brown
Return_to_owner;Dog;Neutered Male;Male;Non-intact;12;years;year;12;Jack Russell Terrier Mix;TRUE;White/Brown
Transfer;Dog;Intact Male;Male;Intact;5;years;year;5;Shih Tzu Mix;TRUE;White/Brown
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Siamese Mix;TRUE;Seal Point
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair/Dachshund;FALSE;Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Staffordshire Mix;TRUE;White/Tan
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Miniature Poodle Mix;TRUE;Brown
Adoption;Dog;Neutered Male;Male;Non-intact;8;months;month;0.666666667;Pointer Mix;TRUE;White/Brown Brindle
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Australian Shepherd Mix;TRUE;White/Brown
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;German Shepherd Mix;TRUE;Sable/Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Labrador Retriever Mix;TRUE;Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Labrador Retriever;FALSE;Tan/Buff
Adoption;Dog;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Australian Kelpie Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Basset Hound Mix;TRUE;Blue Merle/Brown
Return_to_owner;Cat;Unknown;Unknown;Unknown;3;years;year;3;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Spayed Female;Female;Non-intact;12;years;year;12;Domestic Medium Hair Mix;TRUE;Tortie
Adoption;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Domestic Shorthair;FALSE;Black Smoke
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Chihuahua Shorthair Mix;TRUE;Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Beagle Mix;TRUE;Tricolor
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Miniature Poodle/Miniature Schnauzer;FALSE;Chocolate
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever Mix;TRUE;Yellow
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Black
Adoption;Cat;Spayed Female;Female;Non-intact;11;months;month;0.916666667;Domestic Shorthair Mix;TRUE;Torbie/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Silver Tabby/White
Adoption;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black Smoke
Euthanasia;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Pit Bull Mix;TRUE;Red
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Miniature Poodle Mix;TRUE;White/Apricot
Return_to_owner;Dog;Intact Male;Male;Intact;8;years;year;8;Labrador Retriever Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Brown/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Carolina Dog Mix;TRUE;Sable
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Labrador Retriever Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;German Shepherd/Labrador Retriever;FALSE;Tricolor
Transfer;Cat;Intact Male;Male;Intact;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Labrador Retriever Mix;TRUE;White/Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Anatol Shepherd Mix;TRUE;White/Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Dachshund Longhair;FALSE;Tan/White
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;White
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Queensland Heeler Mix;TRUE;Red Tick
Return_to_owner;Dog;Intact Male;Male;Intact;1;year;year;1;Labrador Retriever Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Labrador Retriever;FALSE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;White/Blue
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;White/Gray
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Labrador Retriever Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;German Shepherd Mix;TRUE;Sable
Return_to_owner;Cat;Neutered Male;Male;Non-intact;3;years;year;3;Siamese Mix;TRUE;Lynx Point
Adoption;Cat;Spayed Female;Female;Non-intact;12;years;year;12;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Pit Bull/Labrador Retriever;FALSE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Collie Smooth Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Siamese Mix;TRUE;Lynx Point
Return_to_owner;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Australian Cattle Dog Mix;TRUE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;11;years;year;11;Chow Chow/Cardigan Welsh Corgi;FALSE;Red/White
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Cream Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Basset Hound;FALSE;Tricolor
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Maltese/Shih Tzu;FALSE;White/Brown
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Beagle Mix;TRUE;Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Labrador Retriever/Greyhound;FALSE;Tan/White
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Orange Tabby
Return_to_owner;Dog;Intact Male;Male;Intact;1;year;year;1;Pit Bull Mix;TRUE;Blue/White
Transfer;Cat;Unknown;Unknown;Unknown;1;week;week;0.019230769;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;Chihuahua Shorthair Mix;TRUE;Tan/White
Adoption;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Rat Terrier;FALSE;Tricolor
Euthanasia;Dog;Neutered Male;Male;Non-intact;10;years;year;10;English Springer Spaniel/Beagle;FALSE;Black/White
Transfer;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Labrador Retriever Mix;TRUE;White/Brown
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Calico
Euthanasia;Dog;Intact Male;Male;Intact;16;years;year;16;Australian Cattle Dog Mix;TRUE;Brown Brindle
Transfer;Cat;Unknown;Unknown;Unknown;;;;0;Domestic Shorthair Mix;TRUE;Black Tabby/White
Return_to_owner;Dog;Intact Male;Male;Intact;9;months;month;0.75;Labrador Retriever/Australian Cattle Dog;FALSE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Beagle Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Chihuahua Shorthair Mix;TRUE;Brown
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Basenji/Chow Chow;FALSE;Tan
Euthanasia;Cat;Unknown;Unknown;Unknown;2;years;year;2;Domestic Shorthair Mix;TRUE;White/Brown Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;1;year;year;1;German Shepherd Mix;TRUE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Cairn Terrier Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Chihuahua Shorthair Mix;TRUE;Black/Tricolor
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;French Bulldog Mix;TRUE;White
Adoption;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Medium Hair Mix;TRUE;Black
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Pug Mix;TRUE;Tan
Transfer;Dog;Intact Female;Female;Intact;2;months;month;0.166666667;Chihuahua Shorthair Mix;TRUE;Buff/White
Adoption;Cat;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Carolina Dog Mix;TRUE;Tan
Adoption;Cat;Spayed Female;Female;Non-intact;13;years;year;13;Domestic Longhair Mix;TRUE;Tortie
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Collie Rough Mix;TRUE;Sable/White
Transfer;Cat;Intact Female;Female;Intact;4;years;year;4;Siamese Mix;TRUE;Seal Point
Adoption;Cat;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Labrador Retriever Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Labrador Retriever/Border Collie;FALSE;Yellow
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;English Springer Spaniel;FALSE;Brown/White
Return_to_owner;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Tortie
Died;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;Boston Terrier;FALSE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;White/Tan
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Cardigan Welsh Corgi Mix;TRUE;Brown
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Labrador Retriever Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Brown/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Great Dane Mix;TRUE;Blue/White
Transfer;Cat;Unknown;Unknown;Unknown;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Cream
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;American Staffordshire Terrier Mix;TRUE;Blue/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Boxer;FALSE;Brown Brindle
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Jack Russell Terrier/Beagle;FALSE;Brown/White
Adoption;Dog;Spayed Female;Female;Non-intact;12;years;year;12;Miniature Schnauzer/Miniature Poodle;FALSE;Gray
Adoption;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Calico
Transfer;Cat;Intact Male;Male;Intact;5;years;year;5;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Intact Female;Female;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Calico
Transfer;Dog;Intact Male;Male;Intact;2;years;year;2;Pit Bull Mix;TRUE;Black/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Black/White
Adoption;Cat;Intact Male;Male;Intact;5;months;month;0.416666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Pointer;FALSE;Brown/White
Euthanasia;Cat;Intact Male;Male;Intact;9;months;month;0.75;Domestic Shorthair Mix;TRUE;Flame Point
